GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1989,1989,,AFR,Africa,,TCD,1989,1989,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.1 [18.5-21.8],20.10000,18.50000,21.80000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.2 [19.8-22.6],21.20000,19.80000,22.60000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.3 [19.9-22.7],21.30000,19.90000,22.70000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.3 [20.0-22.7],21.30000,20.00000,22.70000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.4 [20.1-22.8],21.40000,20.10000,22.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,19.5 [18.4-20.5],19.50000,18.40000,20.50000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,19.5 [18.5-20.6],19.50000,18.50000,20.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1987,1987,,AFR,Africa,,TCD,1987,1987,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,19.6 [18.7-20.6],19.60000,18.70000,20.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988,1988,,AFR,Africa,,TCD,1988,1988,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,19.7 [18.8-20.7],19.70000,18.80000,20.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1989,1989,,AFR,Africa,,TCD,1989,1989,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,19.8 [18.9-20.7],19.80000,18.90000,20.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,20.8 [20.1-21.5],20.80000,20.10000,21.50000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,20.9 [20.2-21.6],20.90000,20.20000,21.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,20.9 [20.2-21.6],20.90000,20.20000,21.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,21.0 [20.3-21.7],21.00000,20.30000,21.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.5 [18.2-20.8],19.50000,18.20000,20.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.5 [18.3-20.8],19.50000,18.30000,20.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1987,1987,,AFR,Africa,,TCD,1987,1987,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.6 [18.5-20.8],19.60000,18.50000,20.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988,1988,,AFR,Africa,,TCD,1988,1988,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.7 [18.7-20.8],19.70000,18.70000,20.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1989,1989,,AFR,Africa,,TCD,1989,1989,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.8 [18.8-20.9],19.80000,18.80000,20.90000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.9 [20.4-21.5],20.90000,20.40000,21.50000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.0 [20.4-21.6],21.00000,20.40000,21.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.1 [20.5-21.6],21.10000,20.50000,21.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.1 [20.6-21.7],21.10000,20.60000,21.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,19.4 [17.7-21.2],19.40000,17.70000,21.20000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,19.5 [17.8-21.3],19.50000,17.80000,21.30000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1987,1987,,AFR,Africa,,TCD,1987,1987,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,19.6 [17.9-21.3],19.60000,17.90000,21.30000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988,1988,,AFR,Africa,,TCD,1988,1988,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,19.7 [18.1-21.4],19.70000,18.10000,21.40000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1989,1989,,AFR,Africa,,TCD,1989,1989,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,19.8 [18.2-21.4],19.80000,18.20000,21.40000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.7 [19.3-22.0],20.70000,19.30000,22.00000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2003,2003,,AFR,Africa,,TCD,2003,2003,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.7 [19.4-22.1],20.70000,19.40000,22.10000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004,2004,,AFR,Africa,,TCD,2004,2004,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.8 [19.5-22.1],20.80000,19.50000,22.10000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2005,2005,,AFR,Africa,,TCD,2005,2005,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.9 [19.6-22.2],20.90000,19.60000,22.20000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1982,1982,,AFR,Africa,,TCD,1982,1982,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.2 [4.0-11.8],7.20000,4.00000,11.80000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.4 [4.2-12.0],7.40000,4.20000,12.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1984,1984,,AFR,Africa,,TCD,1984,1984,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.7 [4.4-12.1],7.70000,4.40000,12.10000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,7.9 [4.6-12.3],7.90000,4.60000,12.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,8.1 [4.8-12.4],8.10000,4.80000,12.40000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,11.1 [7.7-15.2],11.10000,7.70000,15.20000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TCD,2000,2000,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,11.3 [8.0-15.5],11.30000,8.00000,15.50000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,11.6 [8.2-15.7],11.60000,8.20000,15.70000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,11.8 [8.4-15.9],11.80000,8.40000,15.90000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TCD,2016,2016,Chad,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,16.0 [10.8-22.1],16.00000,10.80000,22.10000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1982,1982,,AFR,Africa,,TCD,1982,1982,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,12.6 [8.7-17.3],12.60000,8.70000,17.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.0 [9.1-17.6],13.00000,9.10000,17.60000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1984,1984,,AFR,Africa,,TCD,1984,1984,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.4 [9.6-18.0],13.40000,9.60000,18.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.8 [10.0-18.3],13.80000,10.00000,18.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,14.2 [10.4-18.7],14.20000,10.40000,18.70000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.0 [16.1-24.2],20.00000,16.10000,24.20000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TCD,2000,2000,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.5 [16.6-24.7],20.50000,16.60000,24.70000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.0 [17.1-25.2],21.00000,17.10000,25.20000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.5 [17.6-25.7],21.50000,17.60000,25.70000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TCD,2016,2016,Chad,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,29.8 [24.0-36.0],29.80000,24.00000,36.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1982,1982,,AFR,Africa,,TCD,1982,1982,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,10.1 [7.4-13.3],10.10000,7.40000,13.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,10.4 [7.7-13.5],10.40000,7.70000,13.50000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1984,1984,,AFR,Africa,,TCD,1984,1984,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,10.7 [8.1-13.8],10.70000,8.10000,13.80000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.0 [8.4-14.0],11.00000,8.40000,14.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.3 [8.7-14.3],11.30000,8.70000,14.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,15.7 [13.0-18.6],15.70000,13.00000,18.60000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TCD,2000,2000,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,16.1 [13.4-19.0],16.10000,13.40000,19.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,16.5 [13.7-19.3],16.50000,13.70000,19.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,16.9 [14.1-19.7],16.90000,14.10000,19.70000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TCD,2016,2016,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,23.1 [19.2-27.3],23.10000,19.20000,27.30000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1982,1982,,AFR,Africa,,TCD,1982,1982,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,9.1 [6.6-12.0],9.10000,6.60000,12.00000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1983,1983,,AFR,Africa,,TCD,1983,1983,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,9.3 [6.9-12.2],9.30000,6.90000,12.20000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1984,1984,,AFR,Africa,,TCD,1984,1984,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,9.6 [7.2-12.4],9.60000,7.20000,12.40000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985,1985,,AFR,Africa,,TCD,1985,1985,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,9.8 [7.4-12.6],9.80000,7.40000,12.60000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986,1986,,AFR,Africa,,TCD,1986,1986,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,10.1 [7.7-12.8],10.10000,7.70000,12.80000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1999,1999,,AFR,Africa,,TCD,1999,1999,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,13.6 [11.2-16.2],13.60000,11.20000,16.20000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TCD,2000,2000,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,13.9 [11.4-16.5],13.90000,11.40000,16.50000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2001,2001,,AFR,Africa,,TCD,2001,2001,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.1 [11.7-16.7],14.10000,11.70000,16.70000,,,
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002,2002,,AFR,Africa,,TCD,2002,2002,Chad,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.4 [12.0-17.0],14.40000,12.00000,17.00000,,,
