Solicitation Number,Marketing Agent,Date of Solicitation,Month of Solicitation,Mode of Solicitation,Made Purchase?,Purchase ($),Legacy Customer?
13940,Nguyen,Jan-28,Jan,email,NO,,Legacy
20415,Lydon,Jan-29,Jan,email,NO,,Not Legacy
1772,Lydon,Jul-01,Jul,Telephone,NO,,Not Legacy
22994,Sanchez,Aug-31,Aug,email,NO,,Not Legacy
21652,Sanchez,Sep-08,Sep,email,NO,,Not Legacy
23568,Nguyen,Sep-30,Sep,email,NO,,Not Legacy
19189,Nguyen,Nov-29,Nov,Meeting,NO,,Not Legacy
15162,Nguyen,Aug-07,Aug,email,NO,,Not Legacy
3025,Lydon,Jun-11,Jun,email,NO,,Not Legacy
17649,Shalley,Oct-19,Oct,email,NO,,Not Legacy
11240,Sanchez,May-19,May,Meeting,NO,,Not Legacy
8732,Shalley,Feb-14,Feb,Telephone,NO,,Not Legacy
19077,Lydon,Jul-16,Jul,Meeting,NO,,Not Legacy
4989,Shalley,Feb-18,Feb,Meeting,NO,,Not Legacy
8458,Nguyen,Aug-15,Aug,Meeting,NO,,Not Legacy
4209,Nguyen,Mar-04,Mar,Meeting,NO,,Not Legacy
13824,Sanchez,Jul-20,Jul,email,NO,,Not Legacy
4299,Shalley,Mar-13,Mar,Meeting,NO,,Not Legacy
19270,Lydon,Apr-29,Apr,Telephone,NO,,Not Legacy
6404,Nguyen,Jun-26,Jun,Meeting,NO,,Not Legacy
15881,Nguyen,Oct-06,Oct,Meeting,YES,"$4,800",Not Legacy
7731,Shalley,Feb-06,Feb,Meeting,NO,,Not Legacy
7186,Shalley,Apr-29,Apr,email,NO,,Not Legacy
24970,Shalley,Dec-30,Dec,Meeting,NO,,Not Legacy
22336,Sanchez,Jan-10,Jan,Telephone,NO,,Not Legacy
3787,Lydon,Apr-09,Apr,Telephone,NO,,Not Legacy
13507,Sanchez,Apr-15,Apr,email,NO,,Not Legacy
21079,Shalley,Jan-09,Jan,email,NO,,Not Legacy
7851,Shalley,Apr-16,Apr,Meeting,YES,"$6,200",Legacy
18573,Nguyen,Oct-26,Oct,Meeting,NO,,Not Legacy
1914,Sanchez,May-26,May,email,NO,,Not Legacy
394,Nguyen,Sep-17,Sep,email,NO,,Not Legacy
3757,Nguyen,Mar-24,Mar,email,NO,,Not Legacy
19117,Lydon,Jan-26,Jan,email,NO,,Not Legacy
12542,Nguyen,Nov-05,Nov,Meeting,NO,,Not Legacy
1747,Nguyen,Sep-16,Sep,Meeting,YES,"$9,800",Legacy
13750,Lydon,May-15,May,Telephone,NO,,Not Legacy
10657,Sanchez,May-31,May,Telephone,NO,,Not Legacy
17034,Shalley,Jun-11,Jun,email,NO,,Not Legacy
6803,Lydon,Sep-11,Sep,email,NO,,Not Legacy
23600,Sanchez,Dec-19,Dec,email,NO,,Not Legacy
17538,Shalley,Sep-19,Sep,Meeting,YES,"$6,600",Not Legacy
24152,Lydon,Jan-02,Jan,Meeting,YES,"$5,400",Not Legacy
7106,Lydon,Sep-17,Sep,Meeting,YES,"$2,200",Not Legacy
12731,Shalley,Jun-06,Jun,Meeting,NO,,Not Legacy
18566,Nguyen,Jun-24,Jun,Telephone,NO,,Not Legacy
1839,Lydon,Jul-09,Jul,Meeting,NO,,Not Legacy
24793,Shalley,Nov-16,Nov,Telephone,NO,,Not Legacy
2760,Nguyen,Aug-12,Aug,Telephone,YES,"$1,800",Not Legacy
19076,Lydon,May-30,May,Telephone,YES,"$2,200",Not Legacy
17506,Shalley,Oct-28,Oct,email,NO,,Not Legacy
13794,Nguyen,Apr-08,Apr,Meeting,NO,,Not Legacy
12080,Sanchez,Oct-26,Oct,Telephone,NO,,Not Legacy
20928,Lydon,Nov-03,Nov,email,NO,,Not Legacy
12786,Lydon,Dec-16,Dec,email,NO,,Not Legacy
38,Shalley,Mar-01,Mar,Meeting,YES,"$4,800",Not Legacy
10708,Shalley,Jun-15,Jun,email,NO,,Not Legacy
23376,Shalley,Jul-16,Jul,email,NO,,Not Legacy
6181,Shalley,Feb-09,Feb,Meeting,NO,,Not Legacy
16398,Nguyen,Jul-06,Jul,email,NO,,Not Legacy
1579,Nguyen,Jan-21,Jan,Meeting,NO,,Not Legacy
17955,Lydon,Dec-04,Dec,Telephone,NO,,Not Legacy
854,Lydon,May-23,May,email,NO,,Not Legacy
12972,Lydon,May-03,May,Meeting,NO,,Not Legacy
17502,Lydon,Mar-02,Mar,Meeting,NO,,Not Legacy
2091,Sanchez,May-18,May,Telephone,NO,,Not Legacy
16200,Nguyen,Apr-14,Apr,Telephone,NO,,Not Legacy
3025,Nguyen,Jul-25,Jul,Meeting,NO,,Not Legacy
4222,Shalley,Mar-03,Mar,Telephone,NO,,Not Legacy
10214,Shalley,Mar-21,Mar,Meeting,NO,,Not Legacy
11296,Shalley,May-20,May,email,NO,,Not Legacy
15199,Nguyen,Jan-02,Jan,email,NO,,Not Legacy
7820,Shalley,Apr-25,Apr,Meeting,NO,,Not Legacy
6176,Sanchez,Sep-18,Sep,Meeting,NO,,Not Legacy
8886,Lydon,Dec-25,Dec,Telephone,NO,,Not Legacy
1727,Lydon,Jun-04,Jun,Meeting,YES,"$7,800",Not Legacy
8020,Lydon,Mar-07,Mar,email,NO,,Not Legacy
18536,Lydon,Nov-04,Nov,Meeting,NO,,Not Legacy
4507,Lydon,Sep-12,Sep,email,NO,,Legacy
19286,Sanchez,Oct-06,Oct,email,NO,,Not Legacy
18633,Lydon,Dec-20,Dec,Meeting,YES,"$5,000",Not Legacy
3618,Lydon,Nov-11,Nov,Telephone,NO,,Not Legacy
14232,Sanchez,Jan-16,Jan,email,NO,,Not Legacy
23492,Nguyen,Feb-09,Feb,Telephone,YES,$800,Not Legacy
19926,Sanchez,Aug-28,Aug,email,NO,,Not Legacy
6501,Sanchez,Jun-01,Jun,Meeting,NO,,Not Legacy
17176,Sanchez,Jul-04,Jul,Meeting,NO,,Not Legacy
11196,Lydon,Sep-26,Sep,email,NO,,Not Legacy
14367,Lydon,Feb-05,Feb,Meeting,NO,,Not Legacy
17709,Lydon,May-18,May,Telephone,NO,,Not Legacy
24673,Lydon,Jan-09,Jan,email,NO,,Not Legacy
15414,Nguyen,Jan-31,Jan,Meeting,YES,"$5,000",Not Legacy
15473,Nguyen,Dec-13,Dec,Telephone,NO,,Not Legacy
19542,Nguyen,Aug-08,Aug,email,YES,"$10,000",Not Legacy
19588,Sanchez,Jul-25,Jul,Meeting,YES,"$8,600",Not Legacy
23544,Nguyen,May-26,May,email,NO,,Not Legacy
8713,Lydon,Jan-04,Jan,Telephone,NO,,Not Legacy
10729,Nguyen,Jun-08,Jun,Meeting,YES,"$2,000",Not Legacy
11304,Sanchez,Oct-14,Oct,Meeting,NO,,Not Legacy
5673,Nguyen,Jul-22,Jul,email,NO,,Not Legacy
14173,Lydon,Feb-27,Feb,Meeting,YES,"$1,200",Legacy
11872,Nguyen,Nov-05,Nov,Meeting,NO,,Not Legacy
23928,Lydon,Apr-06,Apr,Meeting,NO,,Not Legacy
24778,Shalley,Mar-29,Mar,Meeting,YES,$400,Not Legacy
1644,Sanchez,May-16,May,email,NO,,Not Legacy
24093,Nguyen,Mar-28,Mar,Meeting,YES,"$3,800",Legacy
18892,Sanchez,Aug-07,Aug,email,NO,,Not Legacy
20079,Nguyen,May-15,May,email,NO,,Not Legacy
12559,Nguyen,Apr-16,Apr,email,NO,,Not Legacy
22618,Sanchez,May-26,May,email,NO,,Not Legacy
6694,Nguyen,Dec-13,Dec,email,NO,,Not Legacy
7280,Nguyen,Nov-29,Nov,email,NO,,Not Legacy
415,Lydon,Apr-22,Apr,email,NO,,Not Legacy
1783,Sanchez,Jan-04,Jan,email,NO,,Not Legacy
2942,Sanchez,May-19,May,email,NO,,Not Legacy
7023,Nguyen,Oct-26,Oct,Meeting,NO,,Not Legacy
24228,Lydon,Sep-27,Sep,Telephone,YES,"$8,000",Not Legacy
14155,Shalley,Jan-31,Jan,email,NO,,Not Legacy
13828,Shalley,Sep-12,Sep,email,NO,,Not Legacy
16333,Nguyen,Mar-09,Mar,Meeting,NO,,Not Legacy
16907,Shalley,Aug-08,Aug,Telephone,NO,,Not Legacy
13480,Shalley,Jan-07,Jan,Telephone,NO,,Not Legacy
5698,Shalley,Dec-02,Dec,Meeting,NO,,Not Legacy
12969,Lydon,May-13,May,email,NO,,Not Legacy
17899,Nguyen,Mar-12,Mar,Meeting,NO,,Not Legacy
13221,Lydon,Mar-31,Mar,Meeting,NO,,Not Legacy
12931,Shalley,Feb-11,Feb,Meeting,NO,,Not Legacy
18650,Sanchez,Sep-10,Sep,Meeting,NO,,Not Legacy
21079,Sanchez,Oct-24,Oct,Meeting,NO,,Not Legacy
20179,Sanchez,Dec-20,Dec,email,NO,,Not Legacy
293,Sanchez,Jul-20,Jul,Meeting,NO,,Not Legacy
24284,Nguyen,Mar-22,Mar,Meeting,NO,,Not Legacy
1771,Lydon,Mar-19,Mar,email,NO,,Not Legacy
12339,Nguyen,Jan-23,Jan,email,NO,,Not Legacy
18486,Nguyen,Jun-07,Jun,Meeting,NO,,Not Legacy
4861,Nguyen,Mar-21,Mar,email,NO,,Not Legacy
3878,Lydon,Aug-21,Aug,Telephone,NO,,Not Legacy
21553,Nguyen,Sep-08,Sep,Meeting,YES,"$4,400",Not Legacy
23364,Nguyen,Jul-21,Jul,email,NO,,Not Legacy
14568,Sanchez,Oct-04,Oct,Meeting,NO,,Not Legacy
4085,Lydon,Jun-04,Jun,Meeting,YES,"$9,400",Not Legacy
11776,Nguyen,Aug-28,Aug,Telephone,NO,,Not Legacy
11125,Shalley,Aug-26,Aug,email,NO,,Not Legacy
145,Sanchez,Jan-23,Jan,Telephone,NO,,Not Legacy
18359,Nguyen,Jul-25,Jul,email,YES,"$9,200",Legacy
17495,Sanchez,Feb-18,Feb,email,NO,,Not Legacy
16108,Nguyen,May-28,May,email,NO,,Not Legacy
21343,Nguyen,Oct-09,Oct,Telephone,NO,,Not Legacy
5083,Sanchez,Dec-09,Dec,email,NO,,Not Legacy
12936,Nguyen,Oct-21,Oct,email,NO,,Not Legacy
3025,Lydon,Mar-08,Mar,email,NO,,Not Legacy
2238,Nguyen,Feb-14,Feb,email,NO,,Not Legacy
13924,Lydon,May-04,May,email,NO,,Not Legacy
14856,Nguyen,Oct-19,Oct,Telephone,NO,,Not Legacy
21283,Nguyen,May-31,May,Telephone,NO,,Not Legacy
17631,Lydon,Jun-02,Jun,email,NO,,Not Legacy
15662,Nguyen,Feb-02,Feb,Meeting,NO,,Not Legacy
7107,Lydon,Jan-05,Jan,email,NO,,Not Legacy
15890,Nguyen,Jun-17,Jun,Telephone,YES,"$4,400",Not Legacy
13532,Lydon,Nov-18,Nov,email,NO,,Not Legacy
12638,Nguyen,Feb-10,Feb,email,YES,"$6,000",Legacy
14678,Sanchez,Apr-01,Apr,Telephone,NO,,Not Legacy
11092,Nguyen,Apr-03,Apr,Meeting,YES,"$5,200",Not Legacy
13444,Nguyen,Jan-09,Jan,email,NO,,Not Legacy
5572,Lydon,Feb-07,Feb,Meeting,NO,,Not Legacy
18110,Sanchez,Mar-14,Mar,email,NO,,Not Legacy
10503,Nguyen,Jun-13,Jun,Telephone,NO,,Not Legacy
6072,Lydon,Feb-13,Feb,Meeting,YES,"$6,600",Not Legacy
12439,Nguyen,Jul-15,Jul,email,NO,,Not Legacy
8643,Sanchez,Apr-21,Apr,Telephone,NO,,Not Legacy
8953,Sanchez,Apr-22,Apr,email,NO,,Legacy
22912,Sanchez,Apr-28,Apr,Telephone,YES,"$3,000",Not Legacy
24364,Shalley,Nov-26,Nov,Meeting,YES,"$8,000",Not Legacy
1680,Nguyen,Jun-19,Jun,email,NO,,Not Legacy
16779,Sanchez,Jun-13,Jun,email,NO,,Legacy
12902,Lydon,Mar-31,Mar,email,NO,,Not Legacy
18783,Nguyen,May-06,May,email,NO,,Not Legacy
8375,Shalley,Apr-30,Apr,Meeting,YES,$800,Legacy
3330,Lydon,Jan-03,Jan,Meeting,NO,,Not Legacy
3440,Nguyen,Oct-11,Oct,Meeting,NO,,Not Legacy
11104,Lydon,Dec-15,Dec,Telephone,YES,"$1,600",Not Legacy
12885,Sanchez,Jul-16,Jul,Telephone,NO,,Not Legacy
22337,Nguyen,Oct-09,Oct,email,NO,,Not Legacy
13834,Lydon,Oct-01,Oct,Meeting,NO,,Not Legacy
3310,Nguyen,Apr-07,Apr,Telephone,NO,,Not Legacy
17104,Shalley,Nov-30,Nov,email,NO,,Not Legacy
11167,Sanchez,Dec-21,Dec,Telephone,NO,,Legacy
23440,Nguyen,Aug-16,Aug,Meeting,YES,"$9,200",Legacy
1470,Shalley,Apr-18,Apr,email,NO,,Not Legacy
5303,Sanchez,May-25,May,Meeting,YES,"$9,000",Legacy
20666,Sanchez,Mar-22,Mar,email,NO,,Not Legacy
12685,Shalley,Aug-23,Aug,Meeting,NO,,Not Legacy
15590,Nguyen,Dec-10,Dec,Meeting,NO,,Not Legacy
17006,Nguyen,Oct-22,Oct,Telephone,NO,,Not Legacy
22835,Sanchez,Mar-28,Mar,email,NO,,Not Legacy
19434,Sanchez,Mar-21,Mar,Telephone,NO,,Not Legacy
16608,Shalley,Sep-17,Sep,Meeting,NO,,Not Legacy
14146,Sanchez,Apr-19,Apr,Telephone,NO,,Not Legacy
2407,Sanchez,Jan-29,Jan,Telephone,NO,,Not Legacy
5076,Nguyen,Feb-05,Feb,Telephone,NO,,Not Legacy
4818,Lydon,Apr-25,Apr,Meeting,YES,"$9,400",Not Legacy
13771,Shalley,Mar-20,Mar,email,NO,,Not Legacy
8054,Lydon,Mar-18,Mar,email,NO,,Not Legacy
18962,Shalley,Jul-29,Jul,email,NO,,Not Legacy
12657,Nguyen,Jul-02,Jul,email,NO,,Legacy
14438,Lydon,Mar-09,Mar,Meeting,YES,"$1,400",Not Legacy
11431,Lydon,Apr-07,Apr,Meeting,NO,,Not Legacy
1015,Sanchez,Jan-09,Jan,Meeting,NO,,Not Legacy
24614,Lydon,Aug-04,Aug,Telephone,NO,,Not Legacy
6313,Shalley,Aug-10,Aug,email,NO,,Not Legacy
18099,Nguyen,Feb-07,Feb,email,NO,,Not Legacy
24836,Shalley,Sep-14,Sep,Telephone,NO,,Not Legacy
6344,Sanchez,Aug-05,Aug,email,NO,,Not Legacy
18315,Sanchez,Apr-20,Apr,Telephone,NO,,Not Legacy
6295,Lydon,Jun-29,Jun,Telephone,NO,,Not Legacy
4337,Sanchez,Mar-05,Mar,email,NO,,Not Legacy
8131,Sanchez,Oct-01,Oct,Meeting,YES,"$5,600",Not Legacy
9887,Lydon,Mar-18,Mar,Meeting,YES,"$6,600",Not Legacy
9935,Nguyen,Apr-30,Apr,Meeting,NO,,Not Legacy
23117,Shalley,Dec-01,Dec,Meeting,NO,,Not Legacy
11561,Sanchez,Nov-29,Nov,Meeting,NO,,Not Legacy
21498,Sanchez,Jul-10,Jul,email,NO,,Not Legacy
15453,Nguyen,Sep-16,Sep,Meeting,NO,,Not Legacy
5346,Sanchez,Jul-25,Jul,Telephone,NO,,Not Legacy
9273,Shalley,Jul-19,Jul,Meeting,YES,"$3,000",Legacy
10972,Sanchez,Oct-19,Oct,email,NO,,Legacy
10933,Nguyen,Dec-15,Dec,Meeting,NO,,Not Legacy
4759,Sanchez,Dec-05,Dec,email,NO,,Not Legacy
8375,Nguyen,Oct-28,Oct,Meeting,NO,,Legacy
4220,Shalley,Jul-02,Jul,email,NO,,Not Legacy
23987,Nguyen,Dec-06,Dec,Meeting,NO,,Not Legacy
14904,Nguyen,Jan-05,Jan,Meeting,YES,"$4,600",Not Legacy
5120,Lydon,Jul-31,Jul,Telephone,NO,,Not Legacy
16901,Sanchez,Jan-27,Jan,email,NO,,Not Legacy
9559,Sanchez,Sep-04,Sep,Meeting,NO,,Not Legacy
248,Sanchez,Jul-26,Jul,email,NO,,Not Legacy
16132,Nguyen,Mar-29,Mar,Meeting,NO,,Not Legacy
6624,Lydon,Oct-03,Oct,email,NO,,Legacy
7737,Lydon,Mar-06,Mar,email,NO,,Not Legacy
19757,Sanchez,Apr-07,Apr,email,NO,,Not Legacy
23013,Lydon,Jun-15,Jun,Meeting,YES,$600,Not Legacy
20696,Nguyen,Aug-16,Aug,email,NO,,Not Legacy
14488,Shalley,Sep-07,Sep,email,YES,"$8,800",Not Legacy
17019,Nguyen,Mar-12,Mar,email,NO,,Not Legacy
11275,Nguyen,Feb-19,Feb,Meeting,NO,,Not Legacy
23698,Lydon,Nov-08,Nov,Meeting,NO,,Legacy
23829,Lydon,Mar-22,Mar,Meeting,NO,,Not Legacy
24350,Lydon,Mar-12,Mar,email,NO,,Not Legacy
18636,Shalley,Mar-30,Mar,Telephone,NO,,Not Legacy
16323,Shalley,May-02,May,email,NO,,Not Legacy
22329,Lydon,May-21,May,Telephone,YES,"$6,800",Not Legacy
2512,Lydon,Nov-22,Nov,Telephone,NO,,Not Legacy
24713,Nguyen,Jul-08,Jul,Meeting,NO,,Legacy
23311,Nguyen,Jul-11,Jul,Meeting,NO,,Not Legacy
22321,Sanchez,Dec-01,Dec,Meeting,NO,,Not Legacy
21245,Nguyen,May-24,May,Telephone,NO,,Not Legacy
7588,Sanchez,Apr-20,Apr,email,NO,,Not Legacy
19697,Nguyen,Feb-05,Feb,email,NO,,Not Legacy
16342,Sanchez,Mar-07,Mar,email,NO,,Not Legacy
2168,Nguyen,Oct-30,Oct,Telephone,NO,,Not Legacy
15444,Nguyen,Jun-18,Jun,Telephone,NO,,Not Legacy
9132,Lydon,Apr-12,Apr,email,NO,,Not Legacy
15709,Nguyen,Jul-08,Jul,Meeting,YES,"$2,800",Not Legacy
16052,Lydon,Sep-29,Sep,email,NO,,Not Legacy
18950,Sanchez,Feb-24,Feb,email,NO,,Legacy
7542,Shalley,Aug-08,Aug,email,NO,,Not Legacy
12318,Shalley,May-09,May,email,NO,,Not Legacy
3335,Shalley,Jan-01,Jan,email,NO,,Not Legacy
13015,Lydon,Apr-30,Apr,email,NO,,Not Legacy
10272,Lydon,Jan-26,Jan,email,YES,"$3,600",Not Legacy
8407,Shalley,Jun-27,Jun,email,NO,,Not Legacy
11924,Sanchez,Mar-05,Mar,email,NO,,Legacy
17558,Lydon,Mar-06,Mar,Telephone,NO,,Not Legacy
5337,Sanchez,Mar-10,Mar,email,NO,,Not Legacy
18302,Sanchez,Nov-22,Nov,email,NO,,Legacy
20884,Lydon,Dec-13,Dec,Meeting,NO,,Not Legacy
2974,Nguyen,Jan-22,Jan,Telephone,NO,,Not Legacy
17552,Sanchez,Oct-06,Oct,Meeting,NO,,Not Legacy
14651,Nguyen,Aug-02,Aug,email,NO,,Not Legacy
19248,Sanchez,Oct-02,Oct,Meeting,NO,,Not Legacy
19779,Nguyen,Oct-05,Oct,email,NO,,Not Legacy
13496,Nguyen,Jul-12,Jul,Meeting,YES,"$4,000",Not Legacy
12788,Nguyen,Apr-03,Apr,email,YES,"$6,200",Not Legacy
12935,Nguyen,Nov-28,Nov,Telephone,NO,,Not Legacy
14272,Shalley,Jun-01,Jun,email,NO,,Not Legacy
18190,Sanchez,Sep-11,Sep,email,NO,,Not Legacy
22590,Nguyen,May-13,May,Meeting,NO,,Not Legacy
22939,Nguyen,Jun-07,Jun,email,NO,,Legacy
3235,Shalley,Oct-02,Oct,email,NO,,Not Legacy
23191,Lydon,Feb-28,Feb,Meeting,NO,,Not Legacy
23480,Sanchez,Dec-21,Dec,Meeting,YES,"$6,400",Not Legacy
24814,Shalley,Jan-31,Jan,Meeting,YES,"$3,400",Not Legacy
23708,Sanchez,Apr-01,Apr,email,NO,,Not Legacy
2044,Lydon,Dec-05,Dec,email,NO,,Not Legacy
6202,Sanchez,Dec-09,Dec,Meeting,NO,,Not Legacy
19823,Shalley,Jan-12,Jan,Meeting,NO,,Not Legacy
14812,Nguyen,Feb-13,Feb,Meeting,YES,"$5,600",Not Legacy
21268,Lydon,Sep-23,Sep,Telephone,NO,,Not Legacy
24467,Shalley,Jul-26,Jul,Meeting,NO,,Not Legacy
7812,Nguyen,Jun-05,Jun,email,NO,,Not Legacy
21397,Nguyen,Mar-05,Mar,Meeting,NO,,Not Legacy
7992,Shalley,Apr-24,Apr,email,NO,,Not Legacy
19748,Nguyen,Aug-21,Aug,Meeting,NO,,Not Legacy
109,Nguyen,Nov-02,Nov,Telephone,NO,,Not Legacy
24146,Lydon,Feb-07,Feb,Meeting,NO,,Not Legacy
1206,Shalley,Aug-08,Aug,Telephone,NO,,Not Legacy
3715,Nguyen,Apr-17,Apr,Telephone,NO,,Not Legacy
23849,Sanchez,Oct-02,Oct,email,NO,,Not Legacy
18235,Nguyen,Mar-14,Mar,Meeting,YES,"$6,200",Not Legacy
24580,Shalley,Sep-22,Sep,Meeting,YES,"$4,800",Not Legacy
15162,Nguyen,Mar-05,Mar,Meeting,NO,,Not Legacy
11025,Sanchez,May-31,May,email,NO,,Not Legacy
15684,Sanchez,Oct-25,Oct,email,NO,,Not Legacy
24269,Sanchez,Jun-12,Jun,email,NO,,Not Legacy
11280,Nguyen,Aug-16,Aug,Meeting,YES,"$7,800",Not Legacy
5944,Sanchez,Mar-11,Mar,email,NO,,Not Legacy
7191,Lydon,Dec-29,Dec,Meeting,NO,,Not Legacy
9444,Sanchez,Jul-28,Jul,Telephone,NO,,Not Legacy
19883,Sanchez,Sep-06,Sep,Meeting,YES,"$7,600",Not Legacy
4505,Sanchez,Jul-15,Jul,Telephone,NO,,Not Legacy
24271,Shalley,Apr-13,Apr,Meeting,YES,"$1,800",Not Legacy
1567,Lydon,Oct-12,Oct,email,NO,,Not Legacy
22073,Nguyen,Feb-29,Feb,Telephone,NO,,Not Legacy
9517,Lydon,Jul-19,Jul,email,NO,,Not Legacy
17892,Lydon,Jun-10,Jun,Meeting,NO,,Not Legacy
15579,Nguyen,May-12,May,Telephone,NO,,Legacy
9829,Nguyen,Dec-18,Dec,email,NO,,Not Legacy
12828,Sanchez,Nov-15,Nov,Meeting,YES,"$1,600",Not Legacy
5093,Shalley,Apr-06,Apr,email,NO,,Not Legacy
18342,Nguyen,Dec-26,Dec,Meeting,NO,,Not Legacy
8338,Shalley,Mar-11,Mar,Telephone,NO,,Not Legacy
15736,Lydon,Jul-16,Jul,Meeting,NO,,Not Legacy
19662,Lydon,Jul-31,Jul,email,NO,,Not Legacy
4106,Sanchez,Sep-09,Sep,Meeting,NO,,Not Legacy
4553,Nguyen,May-01,May,email,NO,,Not Legacy
20104,Nguyen,Apr-30,Apr,email,NO,,Not Legacy
1932,Shalley,Apr-03,Apr,email,NO,,Not Legacy
1519,Nguyen,Sep-25,Sep,Meeting,NO,,Not Legacy
23366,Sanchez,Dec-17,Dec,email,NO,,Not Legacy
5664,Sanchez,Jul-12,Jul,Meeting,YES,"$1,000",Not Legacy
3338,Shalley,Mar-21,Mar,Meeting,NO,,Not Legacy
15456,Sanchez,Oct-19,Oct,Telephone,NO,,Not Legacy
11821,Shalley,Apr-14,Apr,Telephone,NO,,Not Legacy
3068,Sanchez,Apr-11,Apr,Meeting,NO,,Not Legacy
17553,Nguyen,Feb-27,Feb,email,NO,,Not Legacy
7720,Sanchez,Apr-09,Apr,Telephone,NO,,Not Legacy
22554,Lydon,Oct-31,Oct,Meeting,NO,,Not Legacy
22264,Lydon,Feb-21,Feb,email,NO,,Legacy
22882,Nguyen,Feb-02,Feb,Telephone,NO,,Not Legacy
5342,Nguyen,Aug-11,Aug,Telephone,NO,,Not Legacy
17464,Lydon,Mar-21,Mar,Meeting,NO,,Not Legacy
13374,Sanchez,Apr-14,Apr,email,NO,,Not Legacy
19839,Lydon,Dec-08,Dec,email,YES,"$4,800",Not Legacy
20504,Shalley,May-23,May,email,NO,,Not Legacy
22364,Lydon,Sep-20,Sep,email,NO,,Not Legacy
17732,Sanchez,Dec-14,Dec,Meeting,NO,,Not Legacy
14485,Shalley,Oct-02,Oct,Telephone,NO,,Not Legacy
22685,Sanchez,Dec-05,Dec,email,NO,,Not Legacy
650,Nguyen,Jul-24,Jul,email,NO,,Not Legacy
5992,Lydon,Jan-14,Jan,email,NO,,Not Legacy
24506,Lydon,Apr-01,Apr,Telephone,YES,"$4,400",Not Legacy
3420,Lydon,May-01,May,Telephone,YES,"$2,000",Not Legacy
16886,Sanchez,Nov-16,Nov,email,NO,,Not Legacy
9615,Nguyen,Apr-12,Apr,Meeting,YES,"$9,200",Not Legacy
20703,Shalley,Dec-29,Dec,email,NO,,Not Legacy
8074,Lydon,Jun-08,Jun,Meeting,YES,"$7,400",Not Legacy
11194,Shalley,Dec-14,Dec,email,NO,,Not Legacy
16502,Lydon,Aug-26,Aug,Meeting,YES,"$7,600",Not Legacy
21785,Shalley,Aug-27,Aug,Meeting,YES,"$4,400",Legacy
7051,Shalley,Jan-29,Jan,email,NO,,Not Legacy
8553,Sanchez,Aug-29,Aug,Meeting,YES,$600,Legacy
5425,Nguyen,Jul-01,Jul,Telephone,NO,,Not Legacy
4495,Shalley,Apr-11,Apr,email,NO,,Legacy
21645,Sanchez,Mar-07,Mar,email,NO,,Not Legacy
5066,Sanchez,Sep-20,Sep,Meeting,NO,,Not Legacy
8043,Lydon,Sep-18,Sep,Meeting,NO,,Not Legacy
12282,Nguyen,Sep-21,Sep,Telephone,NO,,Not Legacy
7383,Sanchez,May-20,May,Meeting,NO,,Not Legacy
4279,Sanchez,Sep-27,Sep,Meeting,NO,,Not Legacy
16091,Lydon,Feb-09,Feb,email,NO,,Not Legacy
10415,Lydon,Jun-01,Jun,Meeting,YES,"$4,000",Not Legacy
9694,Nguyen,Aug-16,Aug,Telephone,NO,,Legacy
7386,Sanchez,Nov-14,Nov,email,NO,,Legacy
17276,Lydon,Jun-25,Jun,email,NO,,Legacy
13624,Lydon,Sep-17,Sep,email,NO,,Not Legacy
10691,Lydon,Apr-16,Apr,Meeting,YES,"$3,400",Legacy
10969,Sanchez,Jul-01,Jul,Meeting,NO,,Not Legacy
22819,Lydon,Feb-23,Feb,email,NO,,Not Legacy
22623,Shalley,Aug-04,Aug,Meeting,YES,"$4,200",Not Legacy
10648,Sanchez,Jul-05,Jul,Meeting,NO,,Not Legacy
7688,Shalley,Mar-13,Mar,Telephone,NO,,Not Legacy
10164,Nguyen,Feb-10,Feb,Telephone,NO,,Not Legacy
21456,Nguyen,Apr-08,Apr,email,NO,,Not Legacy
2511,Sanchez,May-26,May,Meeting,YES,"$2,400",Not Legacy
8894,Nguyen,Feb-27,Feb,Telephone,YES,"$8,400",Not Legacy
3842,Sanchez,Oct-15,Oct,email,NO,,Legacy
22260,Shalley,Jan-23,Jan,Telephone,YES,"$7,000",Not Legacy
10747,Nguyen,Jul-25,Jul,Meeting,NO,,Not Legacy
23139,Shalley,Dec-14,Dec,email,NO,,Not Legacy
6336,Shalley,Apr-13,Apr,Telephone,NO,,Not Legacy
11591,Lydon,Oct-21,Oct,email,NO,,Not Legacy
4693,Nguyen,Jan-30,Jan,email,YES,"$8,200",Not Legacy
24343,Shalley,Oct-26,Oct,email,NO,,Legacy
5069,Sanchez,May-23,May,Meeting,YES,"$9,600",Not Legacy
16015,Nguyen,Oct-12,Oct,Meeting,NO,,Not Legacy
15738,Nguyen,Jan-02,Jan,email,NO,,Not Legacy
24672,Shalley,Dec-03,Dec,Meeting,NO,,Not Legacy
22809,Sanchez,May-27,May,Telephone,NO,,Not Legacy
11098,Shalley,Aug-21,Aug,Meeting,NO,,Not Legacy
4821,Lydon,Dec-13,Dec,Telephone,NO,,Legacy
2970,Shalley,Jul-24,Jul,Telephone,NO,,Not Legacy
16646,Lydon,Jun-10,Jun,Meeting,NO,,Not Legacy
20958,Lydon,Feb-21,Feb,Meeting,NO,,Not Legacy
7024,Lydon,Mar-24,Mar,email,NO,,Not Legacy
