sender,receiver,amount,timestamp,transaction_type,location,device_type,is_foreign_transaction,time_of_day,risk_score
U1865,U1189,1885.66,2025-01-01,online_payment,Switzerland,desktop,1,0,0
U370,U1958,1089.9,2025-01-01,wire_transfer,Switzerland,mobile,0,23,0
U2489,U975,4336.09,2025-01-01,online_payment,US,desktop,1,2,0
U2916,U483,2814.37,2025-01-01,wire_transfer,Germany,mobile,1,23,0
U1266,U2132,1817.4,2025-01-01,cash_deposit,Dubai,ATM,1,19,0
U1214,U2622,21.59,2025-01-01,wire_transfer,Cayman Islands,mobile,0,20,0
U873,U1,4237.12,2025-01-01,crypto,France,desktop,0,10,0
U263,U328,1176.38,2025-01-01,cash_deposit,Cayman Islands,desktop,0,7,0
U803,U2415,5364.11,2025-01-01,cash_deposit,Germany,desktop,1,16,0
U1368,U1610,1368.53,2025-01-01,cash_deposit,US,mobile,0,9,0
U484,U2223,2369.81,2025-01-01,cash_deposit,Dubai,mobile,1,14,0
U53,U2602,143.62,2025-01-01,wire_transfer,UK,mobile,0,19,0
U2375,U2157,2734.17,2025-01-01,crypto,US,ATM,0,14,0
U1846,U539,824.97,2025-01-01,crypto,France,ATM,0,22,0
U481,U1000,865.75,2025-01-01,cash_deposit,Dubai,mobile,0,9,0
U1717,U2401,252.61,2025-01-01,online_payment,Cayman Islands,desktop,1,23,0
U856,U124,317.66,2025-01-01,cash_deposit,US,ATM,0,8,0
U502,U2662,411.0,2025-01-01,cash_deposit,Switzerland,ATM,1,1,0
U423,U21,795.61,2025-01-01,wire_transfer,UK,desktop,0,19,0
U986,U1464,4450.69,2025-01-01,wire_transfer,Cayman Islands,mobile,1,17,0
U1923,U1485,918.56,2025-01-01,wire_transfer,India,mobile,0,9,0
U2295,U2106,2577.34,2025-01-01,cash_deposit,Switzerland,desktop,0,15,0
U2560,U2597,172.74,2025-01-01,online_payment,US,mobile,0,4,0
U151,U2545,1788.56,2025-01-01,online_payment,Cayman Islands,mobile,0,18,0
U1809,U715,1315.14,2025-01-01,cash_deposit,Germany,desktop,1,5,0
U2172,U1218,7629.61,2025-01-01,crypto,Dubai,ATM,1,20,0
U1266,U2982,3744.31,2025-01-01,online_payment,Dubai,desktop,1,12,0
U1778,U2640,1213.31,2025-01-01,wire_transfer,India,desktop,0,14,0
U29,U1273,2984.58,2025-01-01,cash_deposit,India,mobile,1,23,0
U392,U362,428.96,2025-01-01,cash_deposit,Dubai,ATM,0,23,0
U1703,U535,1652.61,2025-01-01,online_payment,Cayman Islands,mobile,0,8,0
U644,U2801,155.1,2025-01-01,cash_deposit,India,desktop,0,3,0
U2753,U1215,855.69,2025-01-01,online_payment,Switzerland,desktop,0,13,0
U826,U2752,512.01,2025-01-01,crypto,Switzerland,mobile,1,0,0
U356,U2874,2538.16,2025-01-01,crypto,Cayman Islands,desktop,0,22,0
U1783,U564,1347.04,2025-01-01,online_payment,France,mobile,0,8,0
U2264,U2236,2781.17,2025-01-01,wire_transfer,France,desktop,0,2,0
U2256,U1378,1448.43,2025-01-01,cash_deposit,Germany,ATM,1,18,0
U1473,U1233,180.91,2025-01-01,cash_deposit,Cayman Islands,ATM,0,20,0
U1913,U2841,2658.83,2025-01-01,cash_deposit,France,desktop,1,6,0
U36,U2292,3582.27,2025-01-01,cash_deposit,UK,mobile,1,19,0
U2114,U1,4677.07,2025-01-01,cash_deposit,France,mobile,1,10,0
U1247,U2406,1697.23,2025-01-01,cash_deposit,Cayman Islands,ATM,1,1,0
U359,U1890,2801.48,2025-01-01,wire_transfer,Germany,desktop,1,19,0
U1022,U2176,2789.01,2025-01-01,cash_deposit,Dubai,mobile,0,1,0
U892,U2988,338.61,2025-01-01,online_payment,Switzerland,mobile,1,14,0
U2767,U138,358.78,2025-01-01,crypto,Dubai,ATM,1,6,0
U1056,U1796,147.05,2025-01-01,crypto,Dubai,ATM,1,8,0
U736,U2400,771.07,2025-01-01,cash_deposit,US,desktop,1,17,0
U2783,U85,1283.04,2025-01-01,online_payment,Switzerland,desktop,0,18,0
U2244,U100,12329.59,2025-01-01,cash_deposit,Cayman Islands,mobile,1,11,0
U879,U1825,1127.73,2025-01-01,cash_deposit,US,mobile,1,12,0
U2700,U2641,2591.03,2025-01-01,cash_deposit,France,desktop,0,6,0
U2650,U1677,2364.4,2025-01-01,crypto,India,ATM,0,4,0
U187,U2309,457.52,2025-01-01,online_payment,Switzerland,ATM,1,2,0
U2129,U2579,120.58,2025-01-01,crypto,Cayman Islands,ATM,1,3,0
U1420,U370,1579.35,2025-01-01,cash_deposit,Switzerland,ATM,0,19,0
U2904,U437,2409.98,2025-01-01,cash_deposit,Germany,desktop,0,17,0
U2783,U1183,12698.33,2025-01-01,cash_deposit,Cayman Islands,ATM,1,17,0
U1638,U833,888.24,2025-01-01,crypto,US,mobile,1,20,0
U708,U647,4533.75,2025-01-01,wire_transfer,Germany,mobile,0,5,0
U735,U817,962.32,2025-01-01,online_payment,UK,desktop,0,17,0
U1807,U1824,2338.57,2025-01-01,cash_deposit,UK,desktop,0,1,0
U2394,U25,1823.87,2025-01-01,crypto,Dubai,ATM,0,18,0
U2362,U1368,108.87,2025-01-01,cash_deposit,Cayman Islands,desktop,0,4,0
U2703,U295,163.26,2025-01-01,wire_transfer,UK,desktop,0,13,0
U2106,U2652,41.97,2025-01-01,online_payment,Switzerland,ATM,1,7,0
U1943,U972,926.72,2025-01-01,wire_transfer,India,ATM,1,10,0
U1783,U2293,2739.28,2025-01-01,cash_deposit,Dubai,ATM,1,23,0
U1091,U1019,379.31,2025-01-01,crypto,UK,ATM,1,0,0
U1036,U793,1862.06,2025-01-01,crypto,India,ATM,1,21,0
U2184,U695,681.68,2025-01-01,online_payment,India,ATM,0,10,0
U1150,U2710,3189.03,2025-01-01,crypto,Cayman Islands,ATM,0,10,0
U227,U492,3202.9,2025-01-01,wire_transfer,France,mobile,1,20,0
U2433,U607,2987.0,2025-01-01,crypto,Cayman Islands,mobile,0,11,0
U352,U2000,1488.18,2025-01-01,crypto,France,ATM,0,11,0
U2032,U2198,669.73,2025-01-01,cash_deposit,Germany,desktop,1,3,0
U1438,U2685,3315.62,2025-01-01,wire_transfer,Switzerland,ATM,0,15,0
U310,U1229,411.84,2025-01-01,crypto,Dubai,mobile,1,5,0
U874,U2210,684.3,2025-01-01,wire_transfer,Cayman Islands,desktop,0,12,0
U627,U1723,406.55,2025-01-01,cash_deposit,Cayman Islands,desktop,0,7,0
U2411,U2071,2243.01,2025-01-01,wire_transfer,France,desktop,1,19,0
U193,U1194,2318.23,2025-01-01,cash_deposit,Cayman Islands,ATM,1,17,0
U2334,U2449,2114.04,2025-01-01,cash_deposit,Cayman Islands,mobile,0,22,0
U1432,U1566,1074.34,2025-01-01,wire_transfer,US,ATM,1,18,0
U1822,U559,211.1,2025-01-01,cash_deposit,Switzerland,ATM,1,2,0
U1249,U2009,4842.05,2025-01-01,cash_deposit,Dubai,mobile,1,18,0
U147,U2185,1417.46,2025-01-01,crypto,Germany,mobile,0,6,0
U1809,U236,1045.03,2025-01-01,crypto,Dubai,desktop,1,13,0
U467,U249,1777.47,2025-01-01,crypto,Switzerland,desktop,1,4,0
U133,U1171,428.34,2025-01-01,crypto,Germany,ATM,1,19,0
U2377,U81,284.39,2025-01-01,crypto,UK,desktop,1,18,0
U446,U2342,1040.15,2025-01-01,cash_deposit,UK,mobile,1,12,0
U243,U2803,515.52,2025-01-01,online_payment,Dubai,desktop,0,13,0
U752,U508,560.2,2025-01-01,wire_transfer,Dubai,mobile,1,13,0
U376,U1994,4460.74,2025-01-01,wire_transfer,Dubai,ATM,0,15,0
U772,U1260,1513.28,2025-01-01,online_payment,Switzerland,mobile,0,18,0
U2948,U1290,1321.24,2025-01-01,cash_deposit,France,ATM,1,1,0
U1358,U445,2339.01,2025-01-01,online_payment,India,mobile,1,21,0
U2034,U2615,6054.37,2025-01-01,online_payment,Switzerland,mobile,1,2,0
U1277,U484,238.01,2025-01-01,online_payment,Germany,ATM,1,21,0
U1560,U356,3585.94,2025-01-01,online_payment,Switzerland,desktop,0,1,0
U95,U1409,1754.23,2025-01-01,cash_deposit,Germany,mobile,0,6,0
U1541,U1802,316.04,2025-01-01,cash_deposit,France,desktop,1,3,0
U1404,U938,705.22,2025-01-01,online_payment,Germany,ATM,0,15,0
U1862,U829,1316.96,2025-01-01,wire_transfer,Cayman Islands,mobile,0,2,0
U1757,U2247,2349.97,2025-01-01,cash_deposit,Germany,desktop,1,18,0
U1386,U1576,555.75,2025-01-01,crypto,Cayman Islands,desktop,1,12,0
U1078,U37,1530.91,2025-01-01,cash_deposit,India,mobile,0,6,0
U2875,U2003,2308.28,2025-01-01,crypto,India,ATM,1,14,0
U1120,U2389,1191.1,2025-01-01,cash_deposit,Germany,mobile,0,21,0
U2872,U1639,3975.93,2025-01-01,wire_transfer,India,desktop,0,11,0
U301,U2868,4072.14,2025-01-01,wire_transfer,France,ATM,1,22,0
U1448,U1053,1272.37,2025-01-01,crypto,UK,desktop,1,15,0
U2887,U130,7218.34,2025-01-01,wire_transfer,India,ATM,1,21,0
U747,U1119,157.19,2025-01-01,crypto,Germany,ATM,1,16,0
U2008,U2613,6.74,2025-01-01,online_payment,France,ATM,0,5,0
U1901,U547,958.23,2025-01-01,crypto,France,desktop,0,10,0
U1739,U1887,1838.07,2025-01-01,crypto,Dubai,ATM,1,17,0
U1791,U417,1984.19,2025-01-01,cash_deposit,US,mobile,0,17,0
U538,U1287,1294.23,2025-01-01,online_payment,UK,mobile,0,19,0
U1461,U1338,266.8,2025-01-01,cash_deposit,UK,mobile,0,22,0
U1624,U2413,373.86,2025-01-01,wire_transfer,Switzerland,desktop,0,14,0
U412,U2494,3823.09,2025-01-01,online_payment,Cayman Islands,desktop,1,21,0
U1608,U2525,4048.56,2025-01-01,online_payment,Dubai,ATM,1,0,0
U2454,U985,2241.09,2025-01-01,crypto,US,ATM,0,1,0
U1871,U386,2182.59,2025-01-01,crypto,Cayman Islands,mobile,1,11,0
U2285,U2435,1821.03,2025-01-01,cash_deposit,Dubai,ATM,1,17,0
U2879,U817,453.62,2025-01-01,online_payment,US,ATM,0,10,0
U1537,U45,1118.11,2025-01-01,wire_transfer,Switzerland,ATM,0,0,0
U273,U137,2380.76,2025-01-01,cash_deposit,Switzerland,desktop,0,14,0
U2435,U2382,1541.15,2025-01-01,wire_transfer,Switzerland,ATM,1,0,0
U1376,U1253,37.51,2025-01-01,wire_transfer,Switzerland,mobile,1,16,0
U1218,U358,6139.05,2025-01-01,wire_transfer,France,mobile,1,17,0
U2192,U150,3726.29,2025-01-01,wire_transfer,India,mobile,0,9,0
U2047,U1657,603.68,2025-01-01,cash_deposit,Germany,mobile,0,5,0
U1835,U1393,1916.62,2025-01-01,crypto,France,desktop,1,16,0
U153,U491,5134.13,2025-01-01,wire_transfer,Dubai,ATM,1,10,0
U2057,U2881,201.88,2025-01-01,online_payment,Germany,mobile,0,0,0
U1515,U2613,1398.45,2025-01-01,online_payment,France,desktop,0,19,0
U152,U1302,1218.51,2025-01-01,online_payment,UK,ATM,0,16,0
U2619,U2394,1055.96,2025-01-01,crypto,Dubai,mobile,1,13,0
U1382,U2687,3610.77,2025-01-01,crypto,Dubai,mobile,1,8,0
U1942,U1224,958.16,2025-01-01,wire_transfer,Dubai,mobile,1,15,0
U1330,U1365,131.56,2025-01-01,crypto,France,desktop,1,19,0
U2242,U895,136.21,2025-01-01,wire_transfer,US,desktop,1,9,0
U7,U237,87.37,2025-01-01,crypto,Dubai,ATM,0,14,0
U1864,U2927,1052.37,2025-01-01,wire_transfer,UK,ATM,0,18,0
U2930,U1917,2534.58,2025-01-01,online_payment,UK,desktop,1,9,0
U1753,U975,455.61,2025-01-01,cash_deposit,Cayman Islands,mobile,0,16,0
U1043,U764,2079.57,2025-01-01,cash_deposit,Dubai,ATM,1,11,0
U657,U1590,2323.67,2025-01-01,wire_transfer,Dubai,ATM,0,7,0
U681,U2230,589.28,2025-01-01,online_payment,Dubai,ATM,1,14,0
U1697,U2443,1835.37,2025-01-01,crypto,UK,desktop,1,13,0
U160,U1137,2309.53,2025-01-01,cash_deposit,US,ATM,1,21,0
U1098,U2969,1257.02,2025-01-01,online_payment,Switzerland,mobile,1,22,0
U2595,U2128,821.11,2025-01-01,online_payment,Cayman Islands,mobile,1,22,0
U882,U2067,1930.71,2025-01-01,wire_transfer,Dubai,mobile,0,3,0
U869,U2111,7619.57,2025-01-01,online_payment,US,mobile,1,19,0
U2655,U1084,1113.19,2025-01-01,cash_deposit,France,desktop,1,13,0
U628,U1585,994.29,2025-01-01,online_payment,Dubai,ATM,0,5,0
U2544,U1659,1248.24,2025-01-01,cash_deposit,US,ATM,1,16,0
U2185,U1300,158.56,2025-01-01,online_payment,Switzerland,desktop,0,9,0
U362,U731,1611.12,2025-01-01,wire_transfer,France,desktop,0,8,0
U1456,U1087,797.07,2025-01-01,cash_deposit,Cayman Islands,desktop,1,15,0
U347,U1276,258.9,2025-01-01,wire_transfer,France,desktop,1,20,0
U790,U1842,1255.68,2025-01-01,crypto,Germany,ATM,0,2,0
U1650,U1034,6.78,2025-01-01,crypto,Cayman Islands,mobile,0,8,0
U367,U1056,1027.61,2025-01-01,online_payment,Switzerland,mobile,1,2,0
U2375,U166,223.51,2025-01-01,crypto,Switzerland,ATM,0,17,0
U146,U1432,49.19,2025-01-01,cash_deposit,Germany,mobile,1,4,0
U1322,U2789,3479.95,2025-01-01,crypto,UK,desktop,0,1,0
U208,U2569,4959.81,2025-01-01,cash_deposit,France,ATM,0,5,0
U2241,U2811,465.57,2025-01-01,online_payment,Cayman Islands,mobile,0,16,0
U2930,U2966,1550.01,2025-01-01,online_payment,Cayman Islands,desktop,0,20,0
U2824,U1448,651.34,2025-01-01,cash_deposit,UK,ATM,0,10,0
U1693,U654,1360.77,2025-01-01,wire_transfer,UK,ATM,0,8,0
U621,U1361,1147.64,2025-01-01,wire_transfer,Cayman Islands,mobile,0,8,0
U1136,U677,626.82,2025-01-01,cash_deposit,Dubai,ATM,0,11,0
U1641,U2455,2410.57,2025-01-01,crypto,Switzerland,ATM,1,0,0
U365,U23,270.47,2025-01-01,cash_deposit,US,desktop,0,1,0
U2426,U2608,109.07,2025-01-01,crypto,US,desktop,0,10,0
U2715,U605,2919.24,2025-01-01,wire_transfer,France,desktop,1,11,0
U787,U1628,2192.81,2025-01-01,online_payment,Cayman Islands,ATM,0,21,0
U872,U2526,1380.41,2025-01-01,online_payment,France,desktop,1,23,0
U1551,U472,1261.43,2025-01-01,cash_deposit,US,ATM,0,14,0
U2184,U701,1375.97,2025-01-01,cash_deposit,UK,mobile,1,19,0
U2786,U1330,1149.04,2025-01-01,wire_transfer,France,desktop,0,8,0
U2771,U2913,998.1,2025-01-01,online_payment,India,mobile,0,1,0
U2059,U2730,1385.06,2025-01-01,wire_transfer,UK,ATM,0,6,0
U651,U1177,1503.74,2025-01-01,wire_transfer,UK,ATM,1,18,0
U1103,U2484,2354.68,2025-01-01,crypto,UK,desktop,1,10,0
U2350,U2772,2484.09,2025-01-01,cash_deposit,Germany,mobile,1,2,0
U2589,U2855,948.44,2025-01-01,wire_transfer,Switzerland,ATM,1,2,0
U1675,U674,1067.3,2025-01-01,wire_transfer,Switzerland,mobile,1,12,0
U390,U2864,935.84,2025-01-01,online_payment,UK,mobile,0,14,0
U2494,U1163,1538.05,2025-01-01,crypto,UK,mobile,0,11,0
U2906,U2780,1207.91,2025-01-01,online_payment,India,desktop,0,5,0
U360,U2849,4407.23,2025-01-01,cash_deposit,Switzerland,desktop,1,19,0
U2138,U1608,2383.83,2025-01-01,wire_transfer,UK,ATM,1,1,0
U1099,U10,4578.48,2025-01-01,wire_transfer,India,mobile,0,14,0
U1472,U2966,2469.81,2025-01-01,cash_deposit,India,ATM,0,7,0
U764,U293,7080.38,2025-01-01,wire_transfer,India,ATM,0,5,0
U1166,U877,2019.76,2025-01-01,wire_transfer,Dubai,mobile,1,4,0
U2271,U1137,6623.64,2025-01-01,wire_transfer,India,mobile,1,6,0
U92,U2727,344.35,2025-01-01,online_payment,France,mobile,0,7,0
U412,U1533,107.81,2025-01-01,online_payment,UK,mobile,0,16,0
U1708,U288,1730.84,2025-01-01,crypto,India,mobile,1,13,0
U484,U1232,8207.97,2025-01-01,wire_transfer,France,mobile,1,13,0
U257,U395,1081.21,2025-01-01,online_payment,Germany,mobile,0,8,0
U1578,U2270,476.62,2025-01-01,wire_transfer,UK,desktop,1,8,0
U2328,U2813,1474.37,2025-01-01,cash_deposit,UK,desktop,1,18,0
U283,U373,2092.79,2025-01-01,online_payment,Cayman Islands,desktop,0,14,0
U1805,U1555,757.19,2025-01-01,wire_transfer,Cayman Islands,desktop,1,19,0
U862,U936,2508.91,2025-01-01,wire_transfer,France,ATM,0,6,0
U548,U2786,7386.94,2025-01-01,wire_transfer,Dubai,desktop,0,15,0
U1425,U732,4545.34,2025-01-01,cash_deposit,US,desktop,0,2,0
U2622,U2274,689.45,2025-01-01,crypto,Dubai,desktop,0,18,0
U2625,U1443,791.2,2025-01-01,cash_deposit,US,mobile,1,11,0
U2825,U1853,928.97,2025-01-01,wire_transfer,Germany,ATM,0,11,0
U81,U2799,1003.58,2025-01-01,cash_deposit,India,desktop,0,10,0
U1151,U1219,211.43,2025-01-01,crypto,Switzerland,mobile,1,16,0
U246,U2720,2870.66,2025-01-01,cash_deposit,Dubai,desktop,0,13,0
U2079,U2331,909.33,2025-01-01,online_payment,Germany,mobile,0,18,0
U1448,U2210,4237.53,2025-01-01,wire_transfer,Germany,mobile,0,19,0
U1391,U2314,5232.97,2025-01-01,wire_transfer,US,desktop,1,21,0
U1564,U1394,49.47,2025-01-01,crypto,US,mobile,1,23,0
U2985,U1834,8931.35,2025-01-01,cash_deposit,Cayman Islands,ATM,0,21,0
U2825,U1987,2475.91,2025-01-01,crypto,France,mobile,0,0,0
U480,U2873,1469.57,2025-01-01,wire_transfer,France,desktop,1,3,0
U2091,U1820,987.04,2025-01-01,wire_transfer,India,desktop,1,8,0
U1584,U2729,1461.77,2025-01-01,online_payment,Dubai,ATM,0,6,0
U2197,U74,784.97,2025-01-01,wire_transfer,UK,desktop,0,8,0
U506,U2508,1949.36,2025-01-01,crypto,Switzerland,ATM,0,7,0
U1967,U2139,195.18,2025-01-01,crypto,Dubai,desktop,1,22,0
U73,U2060,1941.09,2025-01-01,crypto,UK,desktop,0,5,0
U1971,U2000,644.12,2025-01-01,online_payment,Germany,ATM,0,11,0
U1150,U2438,35.58,2025-01-01,online_payment,UK,desktop,0,22,0
U2929,U179,1609.08,2025-01-01,online_payment,India,desktop,0,23,0
U2677,U788,1727.62,2025-01-01,wire_transfer,India,desktop,1,0,0
U1791,U1786,1112.24,2025-01-01,online_payment,Germany,desktop,0,7,0
U2701,U2419,150.06,2025-01-01,crypto,US,mobile,1,22,0
U1487,U894,4476.27,2025-01-01,cash_deposit,Cayman Islands,mobile,1,10,0
U1814,U1408,1890.57,2025-01-01,wire_transfer,France,desktop,0,12,0
U2857,U2551,245.95,2025-01-01,cash_deposit,US,ATM,0,4,0
U1460,U2631,1430.5,2025-01-01,wire_transfer,India,ATM,0,7,0
U2064,U1003,1375.34,2025-01-01,wire_transfer,UK,mobile,0,18,0
U484,U1340,124.61,2025-01-01,online_payment,UK,mobile,0,1,0
U140,U19,1867.18,2025-01-01,wire_transfer,UK,ATM,0,15,0
U1563,U1126,3303.92,2025-01-01,crypto,Cayman Islands,mobile,0,10,0
U2672,U2918,2764.67,2025-01-01,wire_transfer,Germany,mobile,0,18,0
U117,U2962,453.72,2025-01-01,online_payment,Dubai,desktop,0,5,0
U2086,U1466,3965.25,2025-01-01,wire_transfer,Cayman Islands,desktop,1,21,0
U2077,U189,838.75,2025-01-01,wire_transfer,Switzerland,mobile,0,7,0
U547,U2419,5856.46,2025-01-01,cash_deposit,Switzerland,desktop,1,12,0
U2725,U2172,148.9,2025-01-01,online_payment,India,ATM,1,21,0
U2800,U286,1331.88,2025-01-01,cash_deposit,India,mobile,1,15,0
U512,U828,1818.25,2025-01-01,online_payment,India,ATM,1,6,0
U267,U735,569.11,2025-01-01,wire_transfer,US,ATM,0,6,0
U1028,U2107,2951.39,2025-01-01,crypto,France,ATM,0,16,0
U2801,U2495,1971.79,2025-01-01,crypto,UK,desktop,1,21,0
U292,U969,36.55,2025-01-01,online_payment,India,ATM,0,1,0
U2868,U1641,1874.87,2025-01-01,crypto,India,mobile,0,21,0
U855,U2070,1352.49,2025-01-01,cash_deposit,Switzerland,mobile,0,4,0
U1795,U293,436.38,2025-01-01,online_payment,US,mobile,0,0,0
U1028,U2985,10920.84,2025-01-01,online_payment,India,mobile,0,16,0
U927,U1926,4549.2,2025-01-01,wire_transfer,Switzerland,desktop,0,11,0
U1370,U1032,692.06,2025-01-01,wire_transfer,India,ATM,0,0,0
U160,U414,1557.72,2025-01-01,crypto,UK,desktop,0,5,0
U2406,U2372,761.06,2025-01-01,wire_transfer,India,mobile,1,11,0
U1542,U647,2987.72,2025-01-01,wire_transfer,Germany,desktop,1,4,0
U1172,U931,5328.01,2025-01-01,cash_deposit,US,desktop,1,17,0
U975,U1229,888.92,2025-01-01,cash_deposit,Switzerland,ATM,0,2,0
U644,U2746,3275.51,2025-01-01,online_payment,Cayman Islands,desktop,1,11,0
U929,U2258,1379.93,2025-01-01,cash_deposit,UK,ATM,0,4,0
U2118,U223,1010.28,2025-01-01,wire_transfer,Switzerland,mobile,0,6,0
U1254,U1801,5574.9,2025-01-01,cash_deposit,Switzerland,desktop,0,20,0
U2366,U2640,1428.35,2025-01-01,wire_transfer,France,desktop,0,11,0
U2371,U1802,1260.01,2025-01-01,crypto,India,ATM,0,6,0
U2821,U2741,2232.13,2025-01-01,crypto,UK,desktop,0,3,0
U1495,U2858,605.55,2025-01-01,online_payment,Cayman Islands,ATM,0,6,0
U2914,U821,785.47,2025-01-01,wire_transfer,Germany,desktop,0,6,0
U2309,U2924,5377.84,2025-01-01,wire_transfer,US,ATM,0,15,0
U1119,U2761,2269.7,2025-01-01,online_payment,UK,mobile,1,16,0
U2963,U1476,3504.74,2025-01-01,online_payment,US,ATM,1,21,0
U1229,U1586,632.47,2025-01-01,online_payment,Dubai,mobile,0,16,0
U2205,U496,1569.6,2025-01-01,wire_transfer,Germany,desktop,0,4,0
U29,U1074,7108.44,2025-01-01,cash_deposit,Germany,desktop,1,6,0
U580,U1229,767.52,2025-01-01,cash_deposit,India,mobile,0,16,0
U2672,U1628,349.84,2025-01-01,cash_deposit,Switzerland,desktop,1,8,0
U1003,U1006,1430.32,2025-01-01,wire_transfer,US,desktop,0,3,0
U1604,U494,981.46,2025-01-01,cash_deposit,France,ATM,0,12,0
U389,U256,347.7,2025-01-01,cash_deposit,Dubai,mobile,0,15,0
U198,U1483,4388.38,2025-01-01,cash_deposit,Germany,mobile,0,6,0
U2982,U1814,9360.63,2025-01-01,cash_deposit,France,mobile,1,10,0
U910,U386,1681.36,2025-01-01,online_payment,UK,desktop,0,11,0
U864,U1852,2980.44,2025-01-01,wire_transfer,India,ATM,1,9,0
U601,U1945,3918.54,2025-01-01,wire_transfer,Switzerland,desktop,1,3,0
U205,U2749,2414.5,2025-01-01,online_payment,Cayman Islands,desktop,1,23,0
U351,U1425,90.32,2025-01-01,crypto,Cayman Islands,mobile,1,8,0
U2305,U959,343.08,2025-01-01,crypto,UK,desktop,1,2,0
U1988,U2732,147.27,2025-01-01,cash_deposit,UK,desktop,0,9,0
U1686,U1193,19.86,2025-01-01,online_payment,UK,mobile,0,4,0
U858,U2590,730.56,2025-01-01,crypto,Switzerland,desktop,0,1,0
U362,U1885,996.33,2025-01-01,wire_transfer,US,ATM,0,19,0
U2914,U2880,551.59,2025-01-01,crypto,France,desktop,0,12,0
U2049,U2416,133.57,2025-01-01,online_payment,Switzerland,mobile,1,8,0
U2139,U542,1509.46,2025-01-01,wire_transfer,France,mobile,1,7,0
U492,U1908,638.54,2025-01-01,online_payment,Germany,mobile,1,12,0
U444,U2803,3179.63,2025-01-01,crypto,Switzerland,ATM,0,2,0
U799,U1989,16.17,2025-01-01,online_payment,Dubai,mobile,0,21,0
U1823,U2603,3697.0,2025-01-01,crypto,France,desktop,1,1,0
U796,U2593,6191.27,2025-01-01,online_payment,Cayman Islands,desktop,1,13,0
U2300,U1347,2518.51,2025-01-01,wire_transfer,UK,desktop,1,11,0
U732,U466,2645.84,2025-01-01,online_payment,Switzerland,mobile,0,23,0
U2733,U747,5422.98,2025-01-01,crypto,Germany,desktop,1,17,0
U1656,U2808,469.09,2025-01-01,crypto,Germany,mobile,1,3,0
U1275,U259,10430.0,2025-01-01,crypto,UK,desktop,1,5,0
U673,U134,2969.85,2025-01-01,online_payment,UK,desktop,0,3,0
U89,U1780,2593.42,2025-01-01,crypto,US,desktop,0,15,0
U2479,U1686,895.99,2025-01-01,crypto,Cayman Islands,ATM,0,17,0
U2494,U2292,1578.34,2025-01-01,crypto,France,mobile,1,3,0
U2722,U2283,2122.16,2025-01-01,online_payment,Cayman Islands,mobile,1,6,0
U1427,U1945,1936.97,2025-01-01,wire_transfer,India,mobile,0,15,0
U957,U466,2441.46,2025-01-01,wire_transfer,Dubai,mobile,0,8,0
U405,U2913,171.95,2025-01-01,cash_deposit,Switzerland,ATM,0,22,0
U2480,U2487,879.02,2025-01-01,crypto,India,desktop,0,3,0
U1603,U2593,1138.32,2025-01-01,online_payment,India,mobile,0,4,0
U1107,U2943,603.91,2025-01-01,online_payment,India,mobile,0,18,0
U1065,U544,379.0,2025-01-01,cash_deposit,UK,desktop,1,7,0
U646,U219,299.15,2025-01-01,cash_deposit,Dubai,desktop,0,8,0
U1426,U1326,912.62,2025-01-01,online_payment,France,ATM,1,9,0
U532,U2789,1360.23,2025-01-01,wire_transfer,Dubai,desktop,0,1,0
U1425,U2706,130.09,2025-01-01,online_payment,Switzerland,desktop,1,4,0
U2595,U2614,5854.58,2025-01-01,cash_deposit,US,desktop,0,19,0
U1008,U2018,2898.41,2025-01-01,online_payment,India,desktop,1,20,0
U1257,U294,2624.99,2025-01-01,crypto,UK,mobile,0,16,0
U2415,U2425,379.56,2025-01-01,online_payment,US,ATM,1,0,0
U799,U1204,1851.68,2025-01-01,cash_deposit,France,desktop,0,3,0
U2526,U1590,1508.88,2025-01-01,cash_deposit,India,mobile,0,23,0
U525,U1813,8087.55,2025-01-01,crypto,US,ATM,0,7,0
U1648,U306,2754.05,2025-01-01,wire_transfer,India,desktop,1,21,0
U1380,U2439,1714.92,2025-01-01,cash_deposit,Cayman Islands,ATM,1,1,0
U2090,U1144,3805.1,2025-01-01,wire_transfer,UK,mobile,1,0,0
U2780,U78,337.06,2025-01-01,wire_transfer,France,mobile,0,12,0
U225,U1950,30.67,2025-01-01,crypto,India,desktop,0,3,0
U2849,U2619,2343.87,2025-01-01,crypto,UK,mobile,1,12,0
U2122,U1740,206.97,2025-01-01,crypto,Cayman Islands,ATM,0,19,0
U322,U1463,245.32,2025-01-01,wire_transfer,Switzerland,mobile,1,6,0
U1704,U32,2730.48,2025-01-01,online_payment,Dubai,desktop,0,22,0
